contrast,pair_id,cell_id_a,cell_id_b,marker,outcome_type,primary_metric,sampling_seed,encoder_a,encoder_b,tiles_per_slide_a,tiles_per_slide_b,target_mpp_a,target_mpp_b,patient_metric_a,patient_metric_b,delta_b_minus_a,null_value,metric_direction,relation_a,relation_b,null_crossing,exact_tie
native_vs_1.76,native_vs_1.76__ar__conch__s0__t16,ar__conch__s0__t16__mpp0.88,ar__conch__s0__t16__mpp1.76,ar,continuous,patient_spearman_rho,0,CONCH,CONCH,16,16,0.88,1.76,0.167555977324077,0.149329286562319,-0.0182266907617575,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s0__t32,ar__conch__s0__t32__mpp0.88,ar__conch__s0__t32__mpp1.76,ar,continuous,patient_spearman_rho,0,CONCH,CONCH,32,32,0.88,1.76,0.222040827882291,0.200161544505213,-0.0218792833770783,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s0__t64,ar__conch__s0__t64__mpp0.88,ar__conch__s0__t64__mpp1.76,ar,continuous,patient_spearman_rho,0,CONCH,CONCH,64,64,0.88,1.76,0.239021284477058,0.243352139890315,0.00433085541325692,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s1__t16,ar__conch__s1__t16__mpp0.88,ar__conch__s1__t16__mpp1.76,ar,continuous,patient_spearman_rho,1,CONCH,CONCH,16,16,0.88,1.76,0.227565425819916,0.190173977357168,-0.0373914484627477,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s1__t32,ar__conch__s1__t32__mpp0.88,ar__conch__s1__t32__mpp1.76,ar,continuous,patient_spearman_rho,1,CONCH,CONCH,32,32,0.88,1.76,0.247032157914422,0.203215496477138,-0.0438166614372841,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s1__t64,ar__conch__s1__t64__mpp0.88,ar__conch__s1__t64__mpp1.76,ar,continuous,patient_spearman_rho,1,CONCH,CONCH,64,64,0.88,1.76,0.263385663766401,0.222323044185606,-0.0410626195807945,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s2__t16,ar__conch__s2__t16__mpp0.88,ar__conch__s2__t16__mpp1.76,ar,continuous,patient_spearman_rho,2,CONCH,CONCH,16,16,0.88,1.76,0.2423724924926,0.159836756889825,-0.0825357356027748,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s2__t32,ar__conch__s2__t32__mpp0.88,ar__conch__s2__t32__mpp1.76,ar,continuous,patient_spearman_rho,2,CONCH,CONCH,32,32,0.88,1.76,0.231016014080199,0.244510494790443,0.0134944807102436,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s2__t64,ar__conch__s2__t64__mpp0.88,ar__conch__s2__t64__mpp1.76,ar,continuous,patient_spearman_rho,2,CONCH,CONCH,64,64,0.88,1.76,0.270380027697466,0.247381020910056,-0.0229990067874104,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s3__t16,ar__conch__s3__t16__mpp0.88,ar__conch__s3__t16__mpp1.76,ar,continuous,patient_spearman_rho,3,CONCH,CONCH,16,16,0.88,1.76,0.284609981198168,0.285950877260001,0.00134089606183307,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s3__t32,ar__conch__s3__t32__mpp0.88,ar__conch__s3__t32__mpp1.76,ar,continuous,patient_spearman_rho,3,CONCH,CONCH,32,32,0.88,1.76,0.266546073507915,0.269174784195221,0.00262871068730569,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s3__t64,ar__conch__s3__t64__mpp0.88,ar__conch__s3__t64__mpp1.76,ar,continuous,patient_spearman_rho,3,CONCH,CONCH,64,64,0.88,1.76,0.282084189518027,0.262130287796482,-0.0199539017215455,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s4__t16,ar__conch__s4__t16__mpp0.88,ar__conch__s4__t16__mpp1.76,ar,continuous,patient_spearman_rho,4,CONCH,CONCH,16,16,0.88,1.76,0.214508866959644,0.205803806293436,-0.0087050606662081,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s4__t32,ar__conch__s4__t32__mpp0.88,ar__conch__s4__t32__mpp1.76,ar,continuous,patient_spearman_rho,4,CONCH,CONCH,32,32,0.88,1.76,0.186450609493367,0.201452013202504,0.0150014037091366,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__conch__s4__t64,ar__conch__s4__t64__mpp0.88,ar__conch__s4__t64__mpp1.76,ar,continuous,patient_spearman_rho,4,CONCH,CONCH,64,64,0.88,1.76,0.183053397566313,0.213831488852314,0.0307780912860012,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s0__t16,ar__virchow__s0__t16__mpp0.44,ar__virchow__s0__t16__mpp1.76,ar,continuous,patient_spearman_rho,0,Virchow,Virchow,16,16,0.44,1.76,0.247664711697715,0.172424429728915,-0.0752402819687993,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s0__t32,ar__virchow__s0__t32__mpp0.44,ar__virchow__s0__t32__mpp1.76,ar,continuous,patient_spearman_rho,0,Virchow,Virchow,32,32,0.44,1.76,0.244261896730155,0.175335061822667,-0.0689268349074881,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s0__t64,ar__virchow__s0__t64__mpp0.44,ar__virchow__s0__t64__mpp1.76,ar,continuous,patient_spearman_rho,0,Virchow,Virchow,64,64,0.44,1.76,0.270639242045025,0.228938465640433,-0.0417007764045919,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s1__t16,ar__virchow__s1__t16__mpp0.44,ar__virchow__s1__t16__mpp1.76,ar,continuous,patient_spearman_rho,1,Virchow,Virchow,16,16,0.44,1.76,0.202700606544443,0.136426368970623,-0.0662742375738202,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s1__t32,ar__virchow__s1__t32__mpp0.44,ar__virchow__s1__t32__mpp1.76,ar,continuous,patient_spearman_rho,1,Virchow,Virchow,32,32,0.44,1.76,0.275991325314479,0.227001583007023,-0.0489897423074566,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s1__t64,ar__virchow__s1__t64__mpp0.44,ar__virchow__s1__t64__mpp1.76,ar,continuous,patient_spearman_rho,1,Virchow,Virchow,64,64,0.44,1.76,0.296879165419096,0.282585514194762,-0.0142936512243337,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s2__t16,ar__virchow__s2__t16__mpp0.44,ar__virchow__s2__t16__mpp1.76,ar,continuous,patient_spearman_rho,2,Virchow,Virchow,16,16,0.44,1.76,0.226247531713839,0.160133718036574,-0.0661138136772648,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s2__t32,ar__virchow__s2__t32__mpp0.44,ar__virchow__s2__t32__mpp1.76,ar,continuous,patient_spearman_rho,2,Virchow,Virchow,32,32,0.44,1.76,0.268753966363631,0.188720135794635,-0.0800338305689962,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s2__t64,ar__virchow__s2__t64__mpp0.44,ar__virchow__s2__t64__mpp1.76,ar,continuous,patient_spearman_rho,2,Virchow,Virchow,64,64,0.44,1.76,0.287818754026143,0.246534961793848,-0.0412837922322955,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s3__t16,ar__virchow__s3__t16__mpp0.44,ar__virchow__s3__t16__mpp1.76,ar,continuous,patient_spearman_rho,3,Virchow,Virchow,16,16,0.44,1.76,0.212780181515513,0.245992351555499,0.0332121700399861,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s3__t32,ar__virchow__s3__t32__mpp0.44,ar__virchow__s3__t32__mpp1.76,ar,continuous,patient_spearman_rho,3,Virchow,Virchow,32,32,0.44,1.76,0.263651660741939,0.202711222831716,-0.0609404379102237,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s3__t64,ar__virchow__s3__t64__mpp0.44,ar__virchow__s3__t64__mpp1.76,ar,continuous,patient_spearman_rho,3,Virchow,Virchow,64,64,0.44,1.76,0.277047940794916,0.21341833833931,-0.0636296024556063,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s4__t16,ar__virchow__s4__t16__mpp0.44,ar__virchow__s4__t16__mpp1.76,ar,continuous,patient_spearman_rho,4,Virchow,Virchow,16,16,0.44,1.76,0.285228674828633,0.248105287619504,-0.0371233872091286,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s4__t32,ar__virchow__s4__t32__mpp0.44,ar__virchow__s4__t32__mpp1.76,ar,continuous,patient_spearman_rho,4,Virchow,Virchow,32,32,0.44,1.76,0.236207968349966,0.17955385642583,-0.0566541119241357,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__ar__virchow__s4__t64,ar__virchow__s4__t64__mpp0.44,ar__virchow__s4__t64__mpp1.76,ar,continuous,patient_spearman_rho,4,Virchow,Virchow,64,64,0.44,1.76,0.263462042055386,0.183750828660712,-0.0797112133946735,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s0__t16,gleason__conch__s0__t16__mpp0.88,gleason__conch__s0__t16__mpp1.76,gleason,continuous,patient_spearman_rho,0,CONCH,CONCH,16,16,0.88,1.76,0.480085548941558,0.440053082859245,-0.0400324660823128,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s0__t32,gleason__conch__s0__t32__mpp0.88,gleason__conch__s0__t32__mpp1.76,gleason,continuous,patient_spearman_rho,0,CONCH,CONCH,32,32,0.88,1.76,0.480794985049346,0.516570834484932,0.0357758494355858,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s0__t64,gleason__conch__s0__t64__mpp0.88,gleason__conch__s0__t64__mpp1.76,gleason,continuous,patient_spearman_rho,0,CONCH,CONCH,64,64,0.88,1.76,0.497517407590059,0.591264321833449,0.0937469142433907,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s1__t16,gleason__conch__s1__t16__mpp0.88,gleason__conch__s1__t16__mpp1.76,gleason,continuous,patient_spearman_rho,1,CONCH,CONCH,16,16,0.88,1.76,0.432756025750571,0.538360657795558,0.105604632044987,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s1__t32,gleason__conch__s1__t32__mpp0.88,gleason__conch__s1__t32__mpp1.76,gleason,continuous,patient_spearman_rho,1,CONCH,CONCH,32,32,0.88,1.76,0.438330166597475,0.498429539728643,0.0600993731311681,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s1__t64,gleason__conch__s1__t64__mpp0.88,gleason__conch__s1__t64__mpp1.76,gleason,continuous,patient_spearman_rho,1,CONCH,CONCH,64,64,0.88,1.76,0.40893924213198,0.568562366384239,0.15962312425226,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s2__t16,gleason__conch__s2__t16__mpp0.88,gleason__conch__s2__t16__mpp1.76,gleason,continuous,patient_spearman_rho,2,CONCH,CONCH,16,16,0.88,1.76,0.578494471893269,0.535117521302813,-0.0433769505904551,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s2__t32,gleason__conch__s2__t32__mpp0.88,gleason__conch__s2__t32__mpp1.76,gleason,continuous,patient_spearman_rho,2,CONCH,CONCH,32,32,0.88,1.76,0.486065081850055,0.492855398881739,0.00679031703168337,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s2__t64,gleason__conch__s2__t64__mpp0.88,gleason__conch__s2__t64__mpp1.76,gleason,continuous,patient_spearman_rho,2,CONCH,CONCH,64,64,0.88,1.76,0.571096066769196,0.611432576897703,0.0403365101285075,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s3__t16,gleason__conch__s3__t16__mpp0.88,gleason__conch__s3__t16__mpp1.76,gleason,continuous,patient_spearman_rho,3,CONCH,CONCH,16,16,0.88,1.76,0.381879322020644,0.429715585288623,0.0478362632679788,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s3__t32,gleason__conch__s3__t32__mpp0.88,gleason__conch__s3__t32__mpp1.76,gleason,continuous,patient_spearman_rho,3,CONCH,CONCH,32,32,0.88,1.76,0.448971708214292,0.534610781225822,0.0856390730115297,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s3__t64,gleason__conch__s3__t64__mpp0.88,gleason__conch__s3__t64__mpp1.76,gleason,continuous,patient_spearman_rho,3,CONCH,CONCH,64,64,0.88,1.76,0.646498990225501,0.581636260370615,-0.0648627298548864,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s4__t16,gleason__conch__s4__t16__mpp0.88,gleason__conch__s4__t16__mpp1.76,gleason,continuous,patient_spearman_rho,4,CONCH,CONCH,16,16,0.88,1.76,0.453532368907214,0.565420577906893,0.111888208999679,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s4__t32,gleason__conch__s4__t32__mpp0.88,gleason__conch__s4__t32__mpp1.76,gleason,continuous,patient_spearman_rho,4,CONCH,CONCH,32,32,0.88,1.76,0.492551354835544,0.60403417177363,0.111482816938086,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__conch__s4__t64,gleason__conch__s4__t64__mpp0.88,gleason__conch__s4__t64__mpp1.76,gleason,continuous,patient_spearman_rho,4,CONCH,CONCH,64,64,0.88,1.76,0.448566316152699,0.546671195058215,0.0981048789055158,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s0__t16,gleason__virchow__s0__t16__mpp0.44,gleason__virchow__s0__t16__mpp1.76,gleason,continuous,patient_spearman_rho,0,Virchow,Virchow,16,16,0.44,1.76,0.407114977854811,0.340225287691959,-0.0668896901628516,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s0__t32,gleason__virchow__s0__t32__mpp0.44,gleason__virchow__s0__t32__mpp1.76,gleason,continuous,patient_spearman_rho,0,Virchow,Virchow,32,32,0.44,1.76,0.404175885408261,0.411878334578529,0.0077024491702678,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s0__t64,gleason__virchow__s0__t64__mpp0.44,gleason__virchow__s0__t64__mpp1.76,gleason,continuous,patient_spearman_rho,0,Virchow,Virchow,64,64,0.44,1.76,0.465795478770403,0.444613743552167,-0.0211817352182363,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s1__t16,gleason__virchow__s1__t16__mpp0.44,gleason__virchow__s1__t16__mpp1.76,gleason,continuous,patient_spearman_rho,1,Virchow,Virchow,16,16,0.44,1.76,0.420999655964372,0.449478448291284,0.028478792326911,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s1__t32,gleason__virchow__s1__t32__mpp0.44,gleason__virchow__s1__t32__mpp1.76,gleason,continuous,patient_spearman_rho,1,Virchow,Virchow,32,32,0.44,1.76,0.288436451823448,0.449377100275885,0.160940648452437,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s1__t64,gleason__virchow__s1__t64__mpp0.44,gleason__virchow__s1__t64__mpp1.76,gleason,continuous,patient_spearman_rho,1,Virchow,Virchow,64,64,0.44,1.76,0.402047577084898,0.395865348145604,-0.00618222893929388,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s2__t16,gleason__virchow__s2__t16__mpp0.44,gleason__virchow__s2__t16__mpp1.76,gleason,continuous,patient_spearman_rho,2,Virchow,Virchow,16,16,0.44,1.76,0.353805921755326,0.453126976845621,0.0993210550902949,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s2__t32,gleason__virchow__s2__t32__mpp0.44,gleason__virchow__s2__t32__mpp1.76,gleason,continuous,patient_spearman_rho,2,Virchow,Virchow,32,32,0.44,1.76,0.509476473407053,0.428904801165437,-0.0805716722416168,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s2__t64,gleason__virchow__s2__t64__mpp0.44,gleason__virchow__s2__t64__mpp1.76,gleason,continuous,patient_spearman_rho,2,Virchow,Virchow,64,64,0.44,1.76,0.475727584279433,0.438836906674466,-0.0368906776049666,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s3__t16,gleason__virchow__s3__t16__mpp0.44,gleason__virchow__s3__t16__mpp1.76,gleason,continuous,patient_spearman_rho,3,Virchow,Virchow,16,16,0.44,1.76,0.270801897144151,0.323502865151246,0.0527009680070952,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s3__t32,gleason__virchow__s3__t32__mpp0.44,gleason__virchow__s3__t32__mpp1.76,gleason,continuous,patient_spearman_rho,3,Virchow,Virchow,32,32,0.44,1.76,0.399716572730738,0.346812908692846,-0.0529036640378917,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s3__t64,gleason__virchow__s3__t64__mpp0.44,gleason__virchow__s3__t64__mpp1.76,gleason,continuous,patient_spearman_rho,3,Virchow,Virchow,64,64,0.44,1.76,0.508767037299266,0.487787998111826,-0.0209790391874399,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s4__t16,gleason__virchow__s4__t16__mpp0.44,gleason__virchow__s4__t16__mpp1.76,gleason,continuous,patient_spearman_rho,4,Virchow,Virchow,16,16,0.44,1.76,0.418871347641009,0.337691587307003,-0.0811797603340064,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s4__t32,gleason__virchow__s4__t32__mpp0.44,gleason__virchow__s4__t32__mpp1.76,gleason,continuous,patient_spearman_rho,4,Virchow,Virchow,32,32,0.44,1.76,0.471673663663502,0.537549873672372,0.0658762100088691,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__gleason__virchow__s4__t64,gleason__virchow__s4__t64__mpp0.44,gleason__virchow__s4__t64__mpp1.76,gleason,continuous,patient_spearman_rho,4,Virchow,Virchow,64,64,0.44,1.76,0.48231520528032,0.430830413458004,-0.0514847918223161,0,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s0__t16,marker7__conch__s0__t16__mpp0.88,marker7__conch__s0__t16__mpp1.76,marker7,survival,patient_c_index,0,CONCH,CONCH,16,16,0.88,1.76,0.679679330777274,0.731032880213779,0.0513535494365052,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s0__t32,marker7__conch__s0__t32__mpp0.88,marker7__conch__s0__t32__mpp1.76,marker7,survival,patient_c_index,0,CONCH,CONCH,32,32,0.88,1.76,0.683397234808876,0.706053212501452,0.0226559776925758,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s0__t64,marker7__conch__s0__t64__mpp0.88,marker7__conch__s0__t64__mpp1.76,marker7,survival,patient_c_index,0,CONCH,CONCH,64,64,0.88,1.76,0.700592540955037,0.715347972580458,0.0147554316254211,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s1__t16,marker7__conch__s1__t16__mpp0.88,marker7__conch__s1__t16__mpp1.76,marker7,survival,patient_c_index,1,CONCH,CONCH,16,16,0.88,1.76,0.652259788544208,0.730568142209829,0.0783083536656211,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s1__t32,marker7__conch__s1__t32__mpp0.88,marker7__conch__s1__t32__mpp1.76,marker7,survival,patient_c_index,1,CONCH,CONCH,32,32,0.88,1.76,0.70570465899849,0.753107935401417,0.0474032764029279,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s1__t64,marker7__conch__s1__t64__mpp0.88,marker7__conch__s1__t64__mpp1.76,marker7,survival,patient_c_index,1,CONCH,CONCH,64,64,0.88,1.76,0.676193795747647,0.731381433716742,0.0551876379690949,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s2__t16,marker7__conch__s2__t16__mpp0.88,marker7__conch__s2__t16__mpp1.76,marker7,survival,patient_c_index,2,CONCH,CONCH,16,16,0.88,1.76,0.671430231207157,0.722551411641687,0.0511211804345301,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s2__t32,marker7__conch__s2__t32__mpp0.88,marker7__conch__s2__t32__mpp1.76,marker7,survival,patient_c_index,2,CONCH,CONCH,32,32,0.88,1.76,0.684907633321715,0.736493551760195,0.0515859184384803,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s2__t64,marker7__conch__s2__t64__mpp0.88,marker7__conch__s2__t64__mpp1.76,marker7,survival,patient_c_index,2,CONCH,CONCH,64,64,0.88,1.76,0.700011618450099,0.749854769373765,0.0498431509236668,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s3__t16,marker7__conch__s3__t16__mpp0.88,marker7__conch__s3__t16__mpp1.76,marker7,survival,patient_c_index,3,CONCH,CONCH,16,16,0.88,1.76,0.705588474497502,0.725107470663414,0.0195189961659115,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s3__t32,marker7__conch__s3__t32__mpp0.88,marker7__conch__s3__t32__mpp1.76,marker7,survival,patient_c_index,3,CONCH,CONCH,32,32,0.88,1.76,0.718020216103172,0.746369234344138,0.0283490182409667,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s3__t64,marker7__conch__s3__t64__mpp0.88,marker7__conch__s3__t64__mpp1.76,marker7,survival,patient_c_index,3,CONCH,CONCH,64,64,0.88,1.76,0.716393633089346,0.733240385732543,0.0168467526431973,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s4__t16,marker7__conch__s4__t16__mpp0.88,marker7__conch__s4__t16__mpp1.76,marker7,survival,patient_c_index,4,CONCH,CONCH,16,16,0.88,1.76,0.697920297432323,0.754734518415243,0.0568142209829209,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s4__t32,marker7__conch__s4__t32__mpp0.88,marker7__conch__s4__t32__mpp1.76,marker7,survival,patient_c_index,4,CONCH,CONCH,32,32,0.88,1.76,0.710235854537005,0.751481352387592,0.0412454978505867,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__conch__s4__t64,marker7__conch__s4__t64__mpp0.88,marker7__conch__s4__t64__mpp1.76,marker7,survival,patient_c_index,4,CONCH,CONCH,64,64,0.88,1.76,0.713489020564657,0.751946090391542,0.0384570698268851,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s0__t16,marker7__virchow__s0__t16__mpp0.44,marker7__virchow__s0__t16__mpp1.76,marker7,survival,patient_c_index,0,Virchow,Virchow,16,16,0.44,1.76,0.563843383292669,0.648658069013594,0.0848146857209248,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s0__t32,marker7__virchow__s0__t32__mpp0.44,marker7__virchow__s0__t32__mpp1.76,marker7,survival,patient_c_index,0,Virchow,Virchow,32,32,0.44,1.76,0.583943301963518,0.649238991518531,0.0652956895550134,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s0__t64,marker7__virchow__s0__t64__mpp0.44,marker7__virchow__s0__t64__mpp1.76,marker7,survival,patient_c_index,0,Virchow,Virchow,64,64,0.44,1.76,0.583943301963518,0.654815847565935,0.0708725456024166,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s1__t16,marker7__virchow__s1__t16__mpp0.44,marker7__virchow__s1__t16__mpp1.76,marker7,survival,patient_c_index,1,Virchow,Virchow,16,16,0.44,1.76,0.555013361217614,0.63448355989311,0.0794701986754967,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s1__t32,marker7__virchow__s1__t32__mpp0.44,marker7__virchow__s1__t32__mpp1.76,marker7,survival,patient_c_index,1,Virchow,Virchow,32,32,0.44,1.76,0.551876379690949,0.64645056349483,0.0945741838038805,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s1__t64,marker7__virchow__s1__t64__mpp0.44,marker7__virchow__s1__t64__mpp1.76,marker7,survival,patient_c_index,1,Virchow,Virchow,64,64,0.44,1.76,0.505402579295922,0.652259788544208,0.146857209248286,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s2__t16,marker7__virchow__s2__t16__mpp0.44,marker7__virchow__s2__t16__mpp1.76,marker7,survival,patient_c_index,2,Virchow,Virchow,16,16,0.44,1.76,0.5102823283374,0.637388172417799,0.1271058440804,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s2__t32,marker7__virchow__s2__t32__mpp0.44,marker7__virchow__s2__t32__mpp1.76,marker7,survival,patient_c_index,2,Virchow,Virchow,32,32,0.44,1.76,0.480887649587545,0.669222725688393,0.188335076100848,0.5,higher_is_better,below_null,above_null,True,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s2__t64,marker7__virchow__s2__t64__mpp0.44,marker7__virchow__s2__t64__mpp1.76,marker7,survival,patient_c_index,2,Virchow,Virchow,64,64,0.44,1.76,0.534797258045777,0.661438364122226,0.126641106076449,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s3__t16,marker7__virchow__s3__t16__mpp0.44,marker7__virchow__s3__t16__mpp1.76,marker7,survival,patient_c_index,3,Virchow,Virchow,16,16,0.44,1.76,0.572789589868712,0.619495759265714,0.0467061693970025,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s3__t32,marker7__virchow__s3__t32__mpp0.44,marker7__virchow__s3__t32__mpp1.76,marker7,survival,patient_c_index,3,Virchow,Virchow,32,32,0.44,1.76,0.526199604972697,0.64691530149878,0.120715696526083,0.5,higher_is_better,above_null,above_null,False,False
native_vs_1.76,native_vs_1.76__marker7__virchow__s3__t64,marker7__virchow__s3__t64__mpp0.44,marker7__virchow__s3__t64__mpp1.76,marker7,survival,patient_c_index,3,Virchow,Virchow,64,64,0.44,1.76,0.512954571860114,0.651330312536308,0.138375740676194,0.5,higher_is_better,above_null,above_null,False,False
