contrast,pair_id,cell_id_a,cell_id_b,marker,outcome_type,primary_metric,sampling_seed,encoder_a,encoder_b,tiles_per_slide_a,tiles_per_slide_b,target_mpp_a,target_mpp_b,patient_metric_a,patient_metric_b,delta_b_minus_a,null_value,metric_direction,relation_a,relation_b,null_crossing,exact_tie
tile64_vs16,tile64_vs16__spop__conch__s4__mpp0.88,spop__conch__s4__t16__mpp0.88,spop__conch__s4__t64__mpp0.88,spop,binary,patient_auroc,4,CONCH,CONCH,16,64,0.88,0.88,0.440927077444884,0.479084228377614,0.0381571509327303,0.5,higher_is_better,below_null,below_null,False,False
tile64_vs16,tile64_vs16__spop__conch__s4__mpp1.76,spop__conch__s4__t16__mpp1.76,spop__conch__s4__t64__mpp1.76,spop,binary,patient_auroc,4,CONCH,CONCH,16,64,1.76,1.76,0.451950254381006,0.48968343697004,0.0377331825890333,0.5,higher_is_better,below_null,below_null,False,False
tile64_vs16,tile64_vs16__spop__virchow__s0__mpp0.44,spop__virchow__s0__t16__mpp0.44,spop__virchow__s0__t64__mpp0.44,spop,binary,patient_auroc,0,Virchow,Virchow,16,64,0.44,0.44,0.526992651215376,0.571226681741097,0.0442340305257206,0.5,higher_is_better,above_null,above_null,False,False
tile64_vs16,tile64_vs16__spop__virchow__s0__mpp1.76,spop__virchow__s0__t16__mpp1.76,spop__virchow__s0__t64__mpp1.76,spop,binary,patient_auroc,0,Virchow,Virchow,16,64,1.76,1.76,0.507207461842849,0.494488411531939,-0.0127190503109101,0.5,higher_is_better,above_null,below_null,True,False
tile64_vs16,tile64_vs16__spop__virchow__s1__mpp0.44,spop__virchow__s1__t16__mpp0.44,spop__virchow__s1__t64__mpp0.44,spop,binary,patient_auroc,1,Virchow,Virchow,16,64,0.44,0.44,0.545223289994347,0.598925946862634,0.0537026568682871,0.5,higher_is_better,above_null,above_null,False,False
tile64_vs16,tile64_vs16__spop__virchow__s1__mpp1.76,spop__virchow__s1__t16__mpp1.76,spop__virchow__s1__t64__mpp1.76,spop,binary,patient_auroc,1,Virchow,Virchow,16,64,1.76,1.76,0.553420011305823,0.485302430751837,-0.0681175805539853,0.5,higher_is_better,above_null,below_null,True,False
tile64_vs16,tile64_vs16__spop__virchow__s2__mpp0.44,spop__virchow__s2__t16__mpp0.44,spop__virchow__s2__t64__mpp0.44,spop,binary,patient_auroc,2,Virchow,Virchow,16,64,0.44,0.44,0.573346523459582,0.63863764838892,0.0652911249293385,0.5,higher_is_better,above_null,above_null,False,False
tile64_vs16,tile64_vs16__spop__virchow__s2__mpp1.76,spop__virchow__s2__t16__mpp1.76,spop__virchow__s2__t64__mpp1.76,spop,binary,patient_auroc,2,Virchow,Virchow,16,64,1.76,1.76,0.475268513284341,0.496325607687959,0.0210570944036178,0.5,higher_is_better,below_null,below_null,False,False
tile64_vs16,tile64_vs16__spop__virchow__s3__mpp0.44,spop__virchow__s3__t16__mpp0.44,spop__virchow__s3__t64__mpp0.44,spop,binary,patient_auroc,3,Virchow,Virchow,16,64,0.44,0.44,0.64711701526286,0.622526851328434,-0.0245901639344261,0.5,higher_is_better,above_null,above_null,False,False
tile64_vs16,tile64_vs16__spop__virchow__s3__mpp1.76,spop__virchow__s3__t16__mpp1.76,spop__virchow__s3__t64__mpp1.76,spop,binary,patient_auroc,3,Virchow,Virchow,16,64,1.76,1.76,0.51936122102883,0.494347088750706,-0.0250141322781234,0.5,higher_is_better,above_null,below_null,True,False
tile64_vs16,tile64_vs16__spop__virchow__s4__mpp0.44,spop__virchow__s4__t16__mpp0.44,spop__virchow__s4__t64__mpp0.44,spop,binary,patient_auroc,4,Virchow,Virchow,16,64,0.44,0.44,0.58295647258338,0.563736574335783,-0.0192198982475975,0.5,higher_is_better,above_null,above_null,False,False
tile64_vs16,tile64_vs16__spop__virchow__s4__mpp1.76,spop__virchow__s4__t16__mpp1.76,spop__virchow__s4__t64__mpp1.76,spop,binary,patient_auroc,4,Virchow,Virchow,16,64,1.76,1.76,0.347654041831543,0.416619559072923,0.0689655172413794,0.5,higher_is_better,below_null,below_null,False,False
